SKU,Item ID,Product Name,Lifecycle Status,Publish Status,Status Change Reason,Product Category,Product Type,Price,Currency,Price Type,Promo Start Date,Promo End Date,Comparison Price,Comparison Price Type,Buy Box Item Price,Buy Box Shipping Price,Buy Box Eligible,MSRP,Product Tax Code,Ship Methods,Shipping Weight,Shipping Weight Unit,Fulfillment Lag Time,Fulfillment Type,WFS Sales Restriction,WPID,GTIN,UPC,Item Page URL,Primary Image URL,Shelf Name,Primary Category Path,Brand,Offer Start Date,Offer End Date,Item Creation Date,Item Last Updated,Reviews Count,Average Rating,Searchable?,Variant Group Id,Primary Variant?,Variant Grouping Attributes,Variant Grouping Values,Competitor URL,Competitor Price,Competitor Ship Price,Competitor Last Date Fetched,Repricer Strategy,Minimum Seller Allowed Price,Maximum Seller Allowed Price,Repricer Status,Product Condition,Lagtime Category
CHXR0291-CAMEL,2221732110,"14 Karat Home Upholstered Faux Leather Club Chair with Tufted Arms & Nailhead Trims, Camel",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,419.9,USD,Base,"","","",,"","",Yes,"",2038710,"",65.0,"""LB""",1,Seller Fulfilled,"",2H6I0NI00MN4,00768692472689,768692472689,http://www.walmart.com/ip/14-Karat-Home-Upholstered-Faux-Leather-Club-Chair-with-Tufted-Arms-Nailhead-Trims-Camel/2221732110,https://i5.walmartimages.com/asr/7334b145-17a6-4ceb-9f08-7c18d2321a2b.5321f8c96229bc940d521a3e12a057f6.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,12/17/2022,07/05/2023,12/17/2022,07/23/2026,0,"",Y,CHXR0291,Y,actual_color,CAMEL,"","","","","","","","",New,Furniture
CHXR0291-CAMEL-S2,1806469630,"14 Karat Home Upholstered Faux Leather Club Chairs Set of 2 with Tufted Arms & Nailhead Trims, Camel",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,839.8,USD,Base,"","","",,"","",Yes,"",2038710,"",130.0,"""LB""",1,Seller Fulfilled,"",61F28N0CQXHI,00768692473068,768692473068,http://www.walmart.com/ip/14-Karat-Home-Upholstered-Faux-Leather-Club-Chairs-Set-of-2-with-Tufted-Arms-Nailhead-Trims-Camel/1806469630,https://i5.walmartimages.com/asr/024b3e85-4679-444c-b28a-d920d7421440.9ce8ac2a8a0ff049a8bc1646922df546.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,12/17/2022,07/05/2023,12/17/2022,07/24/2026,0,"",Y,CHXR0291-S2,Y,actual_color,CAMEL,"","","","","","","","",New,Furniture
CHYH0958-IVY-AB-S2,19616669768,"Tina's Home Farmhouse Oversized 1.5-Seater Ivory Accent Chair Set of 2 with Ottoman – Removable Linen Slipcover, Solid Wood Legs, Reversible Cushion, Lockable Wheels",ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,1489.98,USD,Base,"","",1399.99,"",1489.98,0.0,Yes,"",2038710,NETWORK_GEO,241.66,"""LB""",2,Seller Fulfilled,"",1EAYZWJ0SRQS,00197104488565,197104488565,http://www.walmart.com/ip/Tina-s-Home-Farmhouse-Oversized-1-5-Seater-Ivory-Accent-Chair-Set-2-Ottoman-Removable-Linen-Slipcover-Solid-Wood-Legs-Reversible-Cushion-Lockable-Whe/19616669768,https://i5.walmartimages.com/asr/84f0e171-4ec3-4088-9928-5bcf4e96cbb1.d658b4658bdf3a87b1fa3ddba0fbc0ed.jpeg,Oversized Chair,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""Oversized Chair""]",Tina's Home,02/20/2026,12/16/2030,02/24/2026,08/14/2026,0,"",Y,CHYH0958,N,"actual_color,multipack_quantity","Ivory,2","","","","","","","","",New,Furniture
CHYJH0216-PINK-S2,1503701638,14 Karat Home Wooden Upholstered Accent Chair Metal Legs Removable Tufted Back Cushion Tufted Bedroom Set of 2 Pink,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,464.0,USD,Base,"","","",,"","",Yes,"",2038710,"",112.4,"""LB""",1,Seller Fulfilled,"",2PGNNDQY1E6Z,00197104054302,197104054302,http://www.walmart.com/ip/14-Karat-Home-Wooden-Upholstered-Accent-Chair-Metal-Legs-Removable-Tufted-Back-Cushion-Tufted-Bedroom-Set-of-2-Pink/1503701638,https://i5.walmartimages.com/asr/447f15ed-9db4-4503-ab45-76a7ab0a9287.1eae637c81012664274026eef18bf389.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,05/18/2023,08/23/2023,09/05/2022,07/23/2026,0,"",Y,CHYJH0216,N,"actual_color,number_of_pieces","PINK,2","","","","","","","","",New,Furniture
CHYL0040-SAGE,304750410,"Berta Tufted Upholstered Side Chair,set of 2 for Dining room",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,202.9,USD,Base,"","","",,"","",Yes,"",2043078,"","","",1,Seller Fulfilled,"",71C23Q5EYY9Z,00190430720569,190430720569,http://www.walmart.com/ip/Berta-Tufted-Upholstered-Side-Chair-set-of-2-for-Dining-room/304750410,https://i5.walmartimages.com/asr/35b3a879-5dd1-42e1-b2a3-f8328612d2d3.377682e5d345b5a41b311c1ad15fe049.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,10/14/2020,09/15/2021,09/22/2020,07/23/2026,0,"",Y,CHYL0040,N,actual_color,SAGE,"","","","","","","","",New,Furniture
CHYZ0520-BROWN,2384789770,Faux Leather Accent Chair Button-Tufted Upholstered Armchair Nailhead Trim Home Bedroom Brown,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,239.9,USD,Base,"","","",,"","",Yes,"",2038710,"",51.14,"""LB""",1,Seller Fulfilled,"",5EKRMFRC2Y1M,00197104051325,197104051325,http://www.walmart.com/ip/Faux-Leather-Accent-Chair-Button-Tufted-Upholstered-Armchair-Nailhead-Trim-Home-Bedroom-Brown/2384789770,https://i5.walmartimages.com/asr/e37195c8-3c00-4588-91b2-be2dcd0885c3.cc9ebd322f76e3e70f5ab4b904abef11.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,05/03/2023,11/05/2024,12/14/2022,07/23/2026,0,"",Y,CHYZ0520,N,"actual_color,number_of_pieces","BROWN,1","","","","","","","","",New,Furniture
CT-00125,527493822,14 Karat Home BURGUNDY SNOW FLAKES CHRISTMAS Stocking,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Christmas Stockings,14.8,USD,Base,11/26/2020,12/03/2020,"",,"","",Yes,"",2038710,"",1.0,"""LB""",1,Seller Fulfilled,"",1BSAJGGIWPVG,00192242385189,192242385189,http://www.walmart.com/ip/14-Karat-Home-BURGUNDY-SNOW-FLAKES-CHRISTMAS-Stocking/527493822,https://i5.walmartimages.com/asr/0fbe0854-21e1-4ebe-8249-7efcf722c4fd.3e0ebcbe5deae13d76d4e8c3e696df4a.jpeg,Christmas Stockings,"[""Home Page"",""Home"",""Holiday Decor"",""Christmas Decor"",""Indoor Christmas Decorations"",""Christmas Stockings""]",14 Karat Home,02/08/2023,06/29/2023,09/22/2020,03/19/2026,0,"",Y,CT-00125,Y,actual_color,Red,"","","","","","","","",New,Decorations & Favors
CTCS1280-WAL,20190958372,"Tina's Home Farmhouse Modern Coffee Table with 4 Drawers, Wood Veneer Center Table for Living Room, Walnut",ACTIVE,PUBLISHED,"",Home & Garden,Coffee Tables,499.99,USD,Base,"","",499.99,"",499.99,"",No,"",2038710,NETWORK_GEO,125.4,"""LB""",2,Seller Fulfilled,"",5RHGI8LGP5GO,00197104788979,197104788979,http://www.walmart.com/ip/Tina-s-Home-Farmhouse-Modern-Coffee-Table-with-4-Drawers-Wood-Veneer-Center-Table-for-Living-Room-Walnut/20190958372,https://i5.walmartimages.com/asr/9d6b56e1-45a8-4a3f-82ad-294611fd9f28.e50705684da39f3d7292ffb255233517.jpeg,Wood Coffee Tables,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Coffee Tables"",""Wood Coffee Tables""]",Tina's Home,05/08/2026,12/16/2030,05/11/2026,08/05/2026,0,"",Y,CTCS1280,N,actual_color,Walnut,"","","","","","","","",New,Furniture
CTHY0498-WALNUT,2851740310,14 Karat Home Oval Wood Storage Coffee Table for Living Room Walnut,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Coffee Tables,352.9,USD,Base,"","","",,"","",Yes,"",2038710,"",78.72,"""LB""",1,Seller Fulfilled,"",3WX0GEVHC0RL,00197104056528,197104056528,http://www.walmart.com/ip/14-Karat-Home-Oval-Wood-Storage-Coffee-Table-for-Living-Room-Walnut/2851740310,https://i5.walmartimages.com/asr/c74a47f1-3981-4722-bb12-c6bbc7762f7e.66fc65da251338b1fdb14154ecb75ba0.jpeg,Wood Coffee Tables,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Coffee Tables"",""Wood Coffee Tables""]",14 Karat Home,12/12/2022,08/23/2023,12/12/2022,07/22/2026,0,"",Y,CTHY0498,N,actual_color,WALNUT,"","","","","","","","",New,Furniture
DCDT0273-GREY-S2,1514719453,"14 Karat Home Contemporary Velvet Side Chair Set of 2 with Tufted Back & Arched Metal Base, Grey",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,479.9,USD,Base,"","","",,"","",Yes,798.0,2038710,"",58.0,"""LB""",1,Seller Fulfilled,"",5YOUDPZ7BHXJ,00768677183739,768677183739,http://www.walmart.com/ip/14-Karat-Home-Contemporary-Velvet-Side-Chair-Set-of-2-with-Tufted-Back-Arched-Metal-Base-Grey/1514719453,https://i5.walmartimages.com/asr/a9a385c2-4fd4-4cd2-8634-5439e9ca3b4f.1590b7b31d9f48121d57fbd1204285b0.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,12/17/2022,04/20/2023,12/17/2022,07/23/2026,0,"",Y,DCDT0273-S2,N,actual_color,GREY,"","","","","","","","",New,Furniture
DCDT0273-IVORY-S2,2698916660,"14 Karat Home Contemporary Velvet Side Chair Set of 2 with Tufted Back & Arched Metal Base, Ivory",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,479.9,USD,Base,"","","",,"","",Yes,"",2038710,"",58.0,"""LB""",1,Seller Fulfilled,"",3CVLDT7N6SUG,00768677183555,768677183555,http://www.walmart.com/ip/14-Karat-Home-Contemporary-Velvet-Side-Chair-Set-of-2-with-Tufted-Back-Arched-Metal-Base-Ivory/2698916660,https://i5.walmartimages.com/asr/c5dc9773-ce95-4b5e-a217-70835b96358c.5a7c9f46a37fb0fdfb70d3f689ec0f31.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,12/17/2022,03/29/2023,12/17/2022,07/23/2026,0,"",Y,DCDT0273-S2,N,actual_color,IVORY,"","","","","","","","",New,Furniture
DCDT0273-NAVY,1558509637,"14 Karat Home Contemporary Velvet Side Chair with Tufted Back & Arched Metal Base, Navy",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,229.7,USD,Base,"","","",,"","",Yes,"",2038710,"",29.0,"""LB""",1,Seller Fulfilled,"",2MO1PC0X55KL,00768677160518,768677160518,http://www.walmart.com/ip/14-Karat-Home-Contemporary-Velvet-Side-Chair-with-Tufted-Back-Arched-Metal-Base-Navy/1558509637,https://i5.walmartimages.com/asr/9868580e-8da5-42ff-b445-979ea0c95b84.1fc50bcf39e9988023ce020d3a1f1d52.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",14 Karat Home,12/17/2022,04/20/2023,12/17/2022,07/24/2026,0,"",Y,DCDT0273,N,actual_color,NAVY,"","","","","","","","",New,Furniture
DCDT0273-PINK-S2,2449321056,"14 Karat Home Contemporary Velvet Side Chair Set of 2 with Tufted Back & Arched Metal Base, Pink",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,479.9,USD,Base,01/06/2023,01/31/2023,"",,"","",Yes,"",2038710,"",58.0,"""LB""",1,Seller Fulfilled,"",5NRY9N9UCN2F,00768677183791,768677183791,http://www.walmart.com/ip/14-Karat-Home-Contemporary-Velvet-Side-Chair-Set-of-2-with-Tufted-Back-Arched-Metal-Base-Pink/2449321056,https://i5.walmartimages.com/asr/19222662-6205-4174-a977-ea9ead02fcb8.17c078d7c971618ed234c1c24e0901b9.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",14 Karat Home,12/17/2022,05/09/2023,12/17/2022,07/24/2026,0,"",Y,DCDT0273-S2,N,actual_color,PINK,"","","","","","","","",New,Furniture
DCM0168-BLACK-S4,367731386,Iliana Upholstered Dining Chair with Metal Base Set of 4 in Black,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,615.4,USD,Base,"","","",,"","",Yes,"",2038710,"","","","",Seller Fulfilled,"",6HMR4ZHLFJPK,00784140504382,784140504382,http://www.walmart.com/ip/Iliana-Upholstered-Dining-Chair-with-Metal-Base-Set-of-4-in-Black/367731386,https://i5.walmartimages.com/asr/f7fb00e4-a107-4159-a061-f375beb70aa7.269444e116f749bdd79c33395e0940b3.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,02/04/2021,08/10/2022,02/04/2021,07/23/2026,1,1.0,Y,DCM0168-S4,Y,actual_color,BLACK,"","","","","","","","",New,Furniture
DCM0168-FUCHSIA-S4,354111481,Iliana Contemporary Dining Chair with Golden Legs Set of 4 in Fuchsia,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,615.4,USD,Base,"","","",,"","",Yes,"",2038710,"","","","",Seller Fulfilled,"",117POY6R18ST,00784140504375,784140504375,http://www.walmart.com/ip/Iliana-Contemporary-Dining-Chair-with-Golden-Legs-Set-of-4-in-Fuchsia/354111481,https://i5.walmartimages.com/asr/34cc5151-60b4-446f-a87b-d7138c0d9c6c.5fda02605d452e26e5de9670bbcff706.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,02/04/2021,08/10/2022,02/04/2021,07/24/2026,0,"",Y,DCM0168-S4,N,actual_color,FUSHIA,"","","","","","","","",New,Furniture
DCM0168-NAVY-S4,617804149,Iliana Velvet Dining Chair with Golden Legs Set of 4 in Navy,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,615.4,USD,Base,"","","",,"","",Yes,"",2038710,"",57.76,"""LB""",5,Seller Fulfilled,"",5O6O7TCAJK1W,00784140504337,784140504337,http://www.walmart.com/ip/Iliana-Velvet-Dining-Chair-with-Golden-Legs-Set-of-4-in-Navy/617804149,https://i5.walmartimages.com/asr/bc945771-7e37-4958-aa5f-856f75224f08.d0d091709813e82e596b99ad2988235b.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,02/04/2021,09/27/2022,02/04/2021,07/23/2026,0,"",Y,DCM0168-S4,N,actual_color,NAVY,"","","","","","","","",New,Furniture
DCM0168-TAN-S4,463114525,Iliana Upholstered Dining Chair with Open Back Set of 4 in Tan,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,615.4,USD,Base,"","","",,"","",Yes,"",2038710,"",57.76,"""LB""",5,Seller Fulfilled,"",5AY5P819L7K2,00784140504405,784140504405,http://www.walmart.com/ip/Iliana-Upholstered-Dining-Chair-with-Open-Back-Set-of-4-in-Tan/463114525,https://i5.walmartimages.com/asr/436fe90a-4882-4eab-a666-8637561df8c7.e5fa7cc07c226a1cf3e16c3227b2791c.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,02/04/2021,09/27/2022,02/04/2021,07/24/2026,0,"",Y,DCM0168-S4,N,actual_color,TAN,"","","","","","","","",New,Furniture
DCM0760-NAV-S3-KH,3764062187,Modern Upholstered Tufted Velvet Side Chair Set of 6 Sturdy Metal Legs Dining Room Adult Navy,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,745.9,USD,Base,"","","",,"","",Yes,"",2038710,"",114.45,"""LB""",1,Seller Fulfilled,"",605L4WNR9NFL,00197104423757,197104423757,http://www.walmart.com/ip/Modern-Upholstered-Tufted-Velvet-Side-Chair-Set-of-6-Sturdy-Metal-Legs-Dining-Room-Adult-Navy/3764062187,https://i5.walmartimages.com/asr/4262903c-89c7-4543-993e-bddb3b7bdf81.1b538c95d98cc3bae74d2a42907ce33b.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,08/21/2023,08/24/2023,08/21/2023,07/24/2026,0,"",Y,DCM0760,N,"actual_color,number_of_pieces","NAVY,6","","","","","","","","",New,Furniture
DCM1032-LIN-S3,5391453024,Dining Chairs Set of 6 Linen Upholstered Side Chair Metal Legs Tufted Backrest Home Kitchen Living Room Bedroom,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,448.99,USD,Base,"","","",,"","",Yes,"",2038710,"",90.6,"""LB""",1,Seller Fulfilled,"",5DQ0YUR7BJ3N,00197104551702,197104551702,http://www.walmart.com/ip/Dining-Chairs-Set-of-6-Linen-Upholstered-Side-Chair-Metal-Legs-Tufted-Backrest-Home-Kitchen-Living-Room-Bedroom/5391453024,https://i5.walmartimages.com/asr/69c45fc0-c43f-4f98-b3bc-24a3a3c14b97.e2e67787de5b132244da32f0ec753394.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,02/02/2024,05/06/2024,02/02/2024,07/23/2026,0,"",Y,OFM0988,N,"actual_color,character,number_of_pieces","LINEN,Dining Chair,6","","","","","","","","",New,Furniture
DCWH1212-LIN-S2,15999071699,Upholstered Dining Chair Set of 2 with Casters Armless Accent Chair Kitchen Dining Room Linen,ACTIVE,PUBLISHED,"",Home & Garden,Dining Chairs,879.99,USD,Base,"","",879.99,"",879.99,"",Yes,"",2038710,NETWORK_GEO,76.0,"""LB""",2,Seller Fulfilled,"",765VS15DABEV,00197104681751,197104681751,http://www.walmart.com/ip/Modern-Lightweight-Dining-Chairs-with-Curved-Backrest-Thick-Cushion-Soft-Fabric-2-pieces-Dining-Room-Linen/15999071699,https://i5.walmartimages.com/asr/3308655d-32c4-4fd9-ba35-698684cb69de.ee68b97a92adf4c582d11fc81521baa5.jpeg,Upholstered Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs"",""Shop by Material"",""Upholstered Dining Chairs""]",Tina's Home,04/11/2025,12/31/2030,04/11/2025,07/22/2026,0,"",Y,DCWH1212,N,"actual_color,multipack_quantity","Linen,2","","","","","","","","",New,Furniture
DKJNF0061-GREY,811037832,Xinara Writing Desk with Black Base for The Office In Grey,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Desks,509.7,USD,Base,"","","",,"","",Yes,"",2038710,"","","","",Seller Fulfilled,"",4EU0D7O71AT0,00190430724642,190430724642,http://www.walmart.com/ip/Xinara-Writing-Desk-with-Black-Base-for-The-Office-In-Grey/811037832,https://i5.walmartimages.com/asr/8e812c80-ecae-4512-b4cc-1c1f801fb3f0.55fcc8970aead21452fc8eff16a7f5a4.jpeg,Desks,"[""Home Page"",""Home"",""Furniture"",""Office Furniture"",""Desks""]",14 Karat Home,11/04/2020,08/26/2022,10/13/2020,07/24/2026,0,"",Y,DKJNF0061,N,actual_color,Grey,"","","","","","","","",New,Furniture
DKJNF0064-1,132988035,Amato Writing Desk with White Base for The Office,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Desks,147.7,USD,Base,"","","",,"","",Yes,"",2038710,"","","","",Seller Fulfilled,"",27Z5CE64055T,00190430724796,190430724796,http://www.walmart.com/ip/Amato-Writing-Desk-with-White-Base-for-The-Office/132988035,https://i5.walmartimages.com/asr/8f3fddc1-2ecf-4ec4-a7b7-0860d75494f6.1e68875b630fad6f10fc1f8d756cd992.jpeg,Desks,"[""Home Page"",""Home"",""Furniture"",""Office Furniture"",""Desks""]",14 Karat Home,10/14/2020,08/10/2022,10/14/2020,07/24/2026,0,"",Y,DKJNF0064,Y,actual_color,BROWN,"","","","","","","","",New,Furniture
DKJNF58-1+HOFWW87-CO,613808155,Umara Desk With Brown Chair Set,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Desks,294.7,USD,Base,"","","",,"","",Yes,"",2038710,"","","",1,Seller Fulfilled,"",4YDNXPH12PAG,00784131317854,784131317854,http://www.walmart.com/ip/Umara-Desk-With-Brown-Chair-Set/613808155,https://i5.walmartimages.com/asr/1d331dec-4a2b-4f51-bbdc-cb6daa6eb3c5.a55aa9de5ac594ec40990f7424a024a3.jpeg,Desks,"[""Home Page"",""Home"",""Furniture"",""Office Furniture"",""Desks""]",14 Karat Home,01/08/2021,09/15/2021,07/17/2021,07/24/2026,0,"",Y,DKJNF58,Y,actual_color,BROWN,"","","","","","","","",New,Furniture
DP-00007-5,680847448,Pet Carrier,ARCHIVED,UNPUBLISHED,Offer end date has passed,Pet Supplies,Pet Carriers,44.94,USD,Base,"","","",,"","",Yes,"",2043078,"","","","",Seller Fulfilled,"",3NSZLOXFWCO5,00812838023638,812838023638,http://www.walmart.com/ip/Pet-Carrier/680847448,https://i5.walmartimages.com/asr/2ab0adff-f919-42e0-8047-a5dac348cb80_2.e5eb5c8ddea584f1540fef562a403c70.jpeg,New Pet Essentials,"[""Home Page"",""Pets"",""New Pet Essentials""]",14 Karat Home,08/22/2019,05/14/2021,08/22/2019,03/19/2026,0,"",Y,"","","","","","","","","","","","",New,"Home Decor, Kitchen, & Other"
DSCS1223D-WAL,20027123527,"Tina's Home 30"" Wide Mid Century Modern Wood End Table with Charging Station and 3 Drawers, Geometric Pattern Accent Table for Bedroom Living Room, Walnut",ACTIVE,PUBLISHED,"",Home & Garden,End Tables,279.99,USD,Base,07/01/2026,07/30/2026,239.99,"",279.99,"",Yes,"",2038710,NETWORK_GEO,103.64,"""LB""",2,Seller Fulfilled,"",2ZPT305564XW,00197104804976,197104804976,http://www.walmart.com/ip/Tina-s-Home-30-Wide-Mid-Century-Modern-Wood-End-Table-Charging-Station-3-Drawers-Geometric-Pattern-Accent-Bedroom-Living-Room-Walnut/20027123527,https://i5.walmartimages.com/asr/1e2c457f-23a7-4631-8f49-0c4b0613ea35.231fae5fa189f8141925eb63e76ae75a.jpeg,Wood End Tables,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""End Tables"",""Wood End Tables""]",Tina's Home,04/14/2026,12/16/2030,04/15/2026,08/17/2026,0,"",Y,DSCS1223D,N,"actual_color,multipack_quantity","Walnut,1","","","","","","","","",New,Furniture
DSDTDCBE0251-NAT,5515403800,"5 Piece Dining Set Rectangular Solid Wood Dining Table 4 Upholstered Chairs Dining Room Kitchen, Natural",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Furniture Sets,445.99,USD,Base,"","","",,"","",Yes,499.0,2038710,"",153.56,"""LB""",1,Seller Fulfilled,"",2ZSYZGQQINIQ,00197104388926,197104388926,http://www.walmart.com/ip/5-Piece-Dining-Set-Rectangular-Solid-Wood-Dining-Table-4-Upholstered-Chairs-Dining-Room-Kitchen-Natural/5515403800,https://i5.walmartimages.com/asr/bebd2dd9-214b-42ee-8a30-aa3eccfd1d3b.942a121bfebaa8cdf2b78c81ce0b34e4.jpeg,Shop Dining Room Sets,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Room Sets"",""Shop Dining Room Sets""]",Tina's Home,03/21/2024,12/09/2024,03/21/2024,07/23/2026,0,"",Y,DSDTDCBE0249,N,"actual_color,shape","Natural,5 Piece","","","","","","","","",New,Furniture
DT107-SQ+108-S4-CH,468098566,Koubba 5 Pcs Dining Set with Square Table and Charcoal Chairs,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Furniture Sets,469.4,USD,Base,"","","",,"","",Yes,"",2038710,"","","","",Seller Fulfilled,"",1ODTTZYD1USH,00755361375105,755361375105,http://www.walmart.com/ip/Koubba-5-Pcs-Dining-Set-with-Square-Table-and-Charcoal-Chairs/468098566,https://i5.walmartimages.com/asr/928422e6-cff6-433b-96b8-f9376a5a335b.6121a5bbdcfc74e4d5472f433f855754.jpeg,Shop Dining Room Sets,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Room Sets"",""Shop Dining Room Sets""]",Tina's Home,04/05/2021,09/30/2021,06/23/2021,07/24/2026,0,"",Y,DT107-SQ+108-S4,N,actual_color,CHARCOAL,"","","","","","","","",New,Furniture
DU-00320-1-CO-KG-BLK,3171598817,14 Karat Home Bedding Set Check Quilt Set-King-Black,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Bedding Sets,102.98,USD,Base,"","","",,"","",Yes,"",2038710,"",8.3,"""LB""",1,Seller Fulfilled,"",5A084H814EZ5,00197104238788,197104238788,http://www.walmart.com/ip/14-Karat-Home-Bedding-Set-Check-Quilt-Set-King-Black/3171598817,https://i5.walmartimages.com/asr/51f1798f-050f-468b-b814-15627b6489b0.155cf340ddc905f5e52cad79b0c2e25c.jpeg,Bedding Sets,"[""Home Page"",""Home"",""Bedding"",""Bedding Sets"",""Bedding Sets""]",14 Karat Home,04/04/2023,06/29/2023,04/04/2023,03/19/2026,0,"",Y,DU-00320-1-CO-KG,N,actual_color,BLACK,"","","","","","","","",New,Bedding
DU-00492-CO-QU-WHITE,2460375047,"14 Karat Home Cotton Bed in a Bag, 3 Piece Comforter Bedding Sets, Queen",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Bed-in-a-Bag,83.9,USD,Base,"","","",,"","",Yes,"",2039972,"",7.7,"""LB""",1,Seller Fulfilled,"",24X5Y4JV1XE0,00197104202116,197104202116,http://www.walmart.com/ip/14-Karat-Home-Cotton-Bed-in-a-Bag-3-Piece-Comforter-Bedding-Sets-Queen/2460375047,https://i5.walmartimages.com/asr/ab0f769e-b261-4367-b565-c083fcb5805e.a5f8c3c566b9d53f0044865bb088866a.jpeg,Bed In A Bag,"[""Home Page"",""Home"",""Bedding"",""Bedding Sets"",""Bed In A Bag""]",14 Karat Home,02/11/2023,06/29/2023,02/11/2023,03/19/2026,0,"",Y,DU-00492,N,"actual_color,bed_size","WHITE,Queen","","","","","","","","",New,Bedding
